"routeuid","routeid","routename_zh_tw","routename_en","operatorid","operatorname","subrouteuid","subrouteid","subroutename_zh_tw","subroutename_en","direction","city","citycode","stopuid","stopid","stopname_zh_tw","stopname_en","stopsequence","positionlon","positionlat","geohash","stationuid","stationid","bearing","ivrno","loccitycode","loccityname_zh_tw","loccityname_en","loctowncode","loctownname_zh_tw","loctownname_en","updatetime","etl_dtm"
KHH2111,"2111",紅3B林園幹線,Red3B,"10360",港都客運,KHH2111,"2111",紅3B林園幹線,Red3B,0,Kaohsiung,KHH,KHH10211117021,"10211117021",林園高中,Linyuan Senior High School,37,120.3955154419,22.5131378174,wsj85dmkd,KHH5041,"5041",S,"359",KHH,高雄市,Kaohsiung,"64000130",林園區,Linyuan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2111,"2111",紅3B林園幹線,Red3B,"10360",港都客運,KHH2111,"2111",紅3B林園幹線,Red3B,1,Kaohsiung,KHH,KHH102111122402,"102111122402",林園區公所,Linyuan District Office,1,120.3947753906,22.5078239441,wsj859kv9,KHH225,"225",S,"2366",KHH,高雄市,Kaohsiung,"64000130",林園區,Linyuan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2111,"2111",紅3B林園幹線,Red3B,"10360",港都客運,KHH2111,"2111",紅3B林園幹線,Red3B,1,Kaohsiung,KHH,KHH10211117032,"10211117032",鳳林路一段,Fonglin Rd. Sec. 1,2,120.3966827393,22.5060997009,wsj859n5t,KHH4276,"4276",S,"2487",KHH,高雄市,Kaohsiung,"64000130",林園區,Linyuan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2111,"2111",紅3B林園幹線,Red3B,"10360",港都客運,KHH2111,"2111",紅3B林園幹線,Red3B,1,Kaohsiung,KHH,KHH10211115722,"10211115722",國泰人壽,"Cathay Life Insurance Co., Ltd.",3,120.3977127075,22.5015602112,wsj858qcj,KHH4237,"4237",S,"2365",KHH,高雄市,Kaohsiung,"64000130",林園區,Linyuan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2111,"2111",紅3B林園幹線,Red3B,"10360",港都客運,KHH2111,"2111",紅3B林園幹線,Red3B,1,Kaohsiung,KHH,KHH102111133442,"102111133442",幸福公園,SingFu Park,4,120.3949813843,22.5005435944,wsj858hgn,KHH4949,"4949",W,"802",KHH,高雄市,Kaohsiung,"64000130",林園區,Linyuan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),0,Kaohsiung,KHH,KHH115195336351,"115195336351",屏東客運,PingTung Bus,20,120.4850540161,22.6697559357,wsj8vwysc,KHH5361,"5361",W,"0",PIF,屏東縣,PingtungCounty,"10013010",屏東市,Pingtung City,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336362,"115195336362",屏東客運,PingTung Bus,1,120.4850540161,22.6697559357,wsj8vwysc,KHH5361,"5361",W,"0",PIF,屏東縣,PingtungCounty,"10013010",屏東市,Pingtung City,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336372,"115195336372",寶建醫院,BauJian Hospital,2,120.4844665527,22.6813774109,wsj9j9n0e,KHH5362,"5362",S,"0",PIF,屏東縣,PingtungCounty,"10013010",屏東市,Pingtung City,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336382,"115195336382",屏東署立醫院,PingTung Hospital,3,120.4957733154,22.6728134155,wsj8vzqqe,KHH5364,"5364",E,"0",PIF,屏東縣,PingtungCounty,"10013010",屏東市,Pingtung City,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336392,"115195336392",基督教醫院,Christian Hospital,4,120.4950790405,22.6730289459,wsj8vzmzf,KHH5366,"5366",E,"0",PIF,屏東縣,PingtungCounty,"10013010",屏東市,Pingtung City,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336402,"115195336402",屏東里港客運,PingTung LiGang Bus,5,120.4942321777,22.7747154236,wsj9tfj0r,KHH5368,"5368",S,"0",PIF,屏東縣,PingtungCounty,"10013090",里港鄉,Ligang Township,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336412,"115195336412",高樹大新醫院,GauShu DaShing Hospital,6,120.5995864868,22.823802948,wsjcb6cyq,KHH5369,"5369",NE,"0",PIF,屏東縣,PingtungCounty,"10013110",高樹鄉,Gaoshu Township,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336422,"115195336422",屏東高樹客運,PingTung GauShu Bus,7,120.6003036499,22.8272762299,wsjcb7d6w,KHH5371,"5371",N,"0",PIF,屏東縣,PingtungCounty,"10013110",高樹鄉,Gaoshu Township,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336432,"115195336432",大津,Dajin,8,120.6448745728,22.8794765472,wsjf1m4ft,KHH5899,"5899",NE,"0",PIF,屏東縣,PingtungCounty,"10013110",高樹鄉,Gaoshu Township,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336442,"115195336442",茂林風景區,Maolin Scenic Area,9,120.6501235962,22.880941391,wsjf1mqep,KHH5348,"5348",N,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336452,"115195336452",情人谷,Lover's Gorge,10,120.6647949219,22.88215065,wsjf1v96j,KHH5354,"5354",NE,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336462,"115195336462",茂林區公所,Maolin District Office,11,120.6635894775,22.8859672546,wsjf1y283,KHH2223,"2223",NE,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336472,"115195336472",射日英雄,Sun Shooting Hero,12,120.6669464111,22.8867797852,wsjf1y6vp,KHH2225,"2225",E,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336482,"115195336482",茂林消防分隊,MauLin Fire Brigade,13,120.6705322266,22.8935489655,wsjf1ztse,KHH5359,"5359",E,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336492,"115195336492",萬山派出所,WanShan Police Station,14,120.6804656982,22.9095420837,wsjf64scf,KHH5357,"5357",NE,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336502,"115195336502",萬山停車場(萬山下部落),WanShan Village Office,15,120.6808700562,22.9082508087,wsjf64m4h,KHH5351,"5351",SE,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336512,"115195336512",喜樂亭(萬山上部落),Xileting,16,120.6836776733,22.9102497101,wsjf64xjv,KHH2229,"2229",NW,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336522,"115195336522",龍頭山遊憩區,Longtoushan Secnic Area,17,120.6903991699,22.9092502594,wsjf66s04,KHH2231,"2231",E,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336532,"115195336532",蛇頭山觀景台,Shetoushan Viewing Platform,18,120.6964263916,22.9156246185,wsjf6e8mn,KHH2233,"2233",E,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336542,"115195336542",多納古戰場,Duona Ancient Battlefield,19,120.7119369507,22.915971756,wsjf6gexp,KHH2235,"2235",NE,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),"20090",皇冠大車隊,KHH15195,"15195",T511A(每週五停駛),T511A(stop every Friday),1,Kaohsiung,KHH,KHH115195336552,"115195336552",多納里辦公處,DoNa Village Office,20,120.7154083252,22.9102287292,wsjf6fwmb,KHH5345,"5345",NE,"0",KHH,高雄市,Kaohsiung,"64000360",茂林區,Maolin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",0,Kaohsiung,KHH,KHH115196334091,"115196334091",達卡努瓦里-世文商店,Dakauwari-Shiwen Store,1,120.7192153931,23.2714633942,wsju7h3n1,KHH5472,"5472",S,"0",KHH,高雄市,Kaohsiung,"64000380",那瑪夏區,Namaxia Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",0,Kaohsiung,KHH,KHH115196334101,"115196334101",瑪雅里-二姊茶鋪,Mayali-Second Sister Tea Shop,2,120.697769165,23.2377548218,wsju4w33t,KHH5482,"5482",S,"0",KHH,高雄市,Kaohsiung,"64000380",那瑪夏區,Namaxia Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",0,Kaohsiung,KHH,KHH115196334111,"115196334111",南沙魯里-北家扶中心,Nanshaluli-Beijiafu Center,3,120.6932678223,23.2186698914,wsju46y4t,KHH5475,"5475",S,"0",KHH,高雄市,Kaohsiung,"64000380",那瑪夏區,Namaxia Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",0,Kaohsiung,KHH,KHH115196334121,"115196334121",甲仙區公所(衛生所),Jiasian Distrct Office,4,120.5881729126,23.0839309692,wsjg2439s,KHH5828,"5828",S,"0",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",0,Kaohsiung,KHH,KHH115196334131,"115196334131",杉林分駐所,Shanlin Police Station,5,120.5416488647,22.9745845795,wsjdwyru8,KHH1403,"1403",SW,"0",KHH,高雄市,Kaohsiung,"64000340",杉林區,Shanlin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",0,Kaohsiung,KHH,KHH115196301781,"115196301781",旗山區衛生所,Cishan District Public Health Center,6,120.4799804688,22.8900260925,wsjdjx4b5,KHH6106,"6106",S,"2412",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",0,Kaohsiung,KHH,KHH115196327601,"115196327601",義大醫院,E-Da Hospital,7,120.3639984131,22.7649288177,wsj9dbnrk,KHH637,"637",W,"0",KHH,高雄市,Kaohsiung,"64000210",燕巢區,Yanchao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",1,Kaohsiung,KHH,KHH115196334142,"115196334142",義大醫院,E-Da Hospital,1,120.3640823364,22.7647724152,wsj9dbnqq,KHH638,"638",E,"0",KHH,高雄市,Kaohsiung,"64000210",燕巢區,Yanchao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",1,Kaohsiung,KHH,KHH115196301792,"115196301792",旗山區衛生所,Cishan District Public Health Center,2,120.4801559448,22.8899173737,wsjdjwfzr,KHH6107,"6107",N,"2412",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",1,Kaohsiung,KHH,KHH115196334152,"115196334152",杉林分駐所,Shanlin Police Station,3,120.5416488647,22.9743862152,wsjdwyrer,KHH1402,"1402",NE,"0",KHH,高雄市,Kaohsiung,"64000340",杉林區,Shanlin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",1,Kaohsiung,KHH,KHH115196334162,"115196334162",甲仙區公所(衛生所),Jiasian Distrct Office,4,120.5882415771,23.0839252472,wsjg2439t,KHH5794,"5794",N,"0",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)","20090",皇冠大車隊,KHH15196,"15196",T523(每週一、三、五預約),"T523(Booking every Mon,Wed,and Fri.)",1,Kaohsiung,KHH,KHH115196334172,"115196334172",南沙魯里-北家扶中心,Nanshaluli-Beijiafu Center,5,120.6934738159,23.2187690735,wsju46y71,KHH5474,"5474",N,"0",KHH,高雄市,Kaohsiung,"64000380",那瑪夏區,Namaxia Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701192602,"109701192602",姑山倉庫(大坑路),Gushan Warehouse Industrial Culture Park(Dakeng Rd.),11,120.4393844604,22.710351944,wsj9hwm33,KHH2710,"2710",SW,"1236",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH10970166572,"10970166572",姑山國小,Gushan Elementary School,12,120.4382858276,22.7086677551,wsj9hturx,KHH316,"316",SW,"10894",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH10970166582,"10970166582",姑婆寮,Gupoliao,13,120.4340744019,22.7047996521,wsj9ht33j,KHH318,"318",SW,"10896",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH10970166592,"10970166592",崑明寺,Kunming Temple,14,120.4333114624,22.7005519867,wsj9hs8b7,KHH320,"320",S,"11368",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701107402,"109701107402",中正一路,Jhongjheng 1st Rd.,15,120.4344558716,22.6934585571,wsj9he1wy,KHH2728,"2728",S,"9772",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701107412,"109701107412",中興東路,Jhongsing E. Rd.,16,120.4343643188,22.6915607452,wsj9hdceu,KHH2729,"2729",W,"9771",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701107422,"109701107422",大樹農會,Dashu Farmers' Association,17,120.4322891235,22.6909770966,wsj9hdb0e,KHH1360,"1360",W,"9770",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701106962,"109701106962",實踐街,Shihjian St.,18,120.4307022095,22.6886749268,wsj9h6qgn,KHH2726,"2726",SW,"9769",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701107442,"109701107442",保安宮(大樹),Baoan Temple(Dashu),19,120.4294586182,22.68724823,wsj9h6n4c,KHH2745,"2745",W,"9465",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701107452,"109701107452",大樹里,Dashu Village,20,120.4269714355,22.6868839264,wsj9h6h0x,KHH2743,"2743",W,"9975",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701107462,"109701107462",龍目,Longmu,21,120.4162521362,22.6854286194,wsj9h1u2n,KHH1314,"1314",SW,"9974",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH10970137522,"10970137522",大樹區公所,Dashu District Office,22,120.414390564,22.685049057,wsj9h1ejf,KHH1298,"1298",SW,"9774",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701107472,"109701107472",小坪國小,Xiaoping Elementary School,23,120.4113922119,22.6821746826,wsj9h10vh,KHH2741,"2741",SW,"9973",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),"10250",東南客運,KHH9701,"9701",橘7B(假日停駛),Orange7B(Weekday Only),1,Kaohsiung,KHH,KHH109701107482,"109701107482",小坪頂,Siaopingding,24,120.4090042114,22.6807937622,wsj95bzjj,KHH1311,"1311",SW,"9972",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH97,"97","97","97","10320",高雄客運,KHH97,"97","97","97",1,Kaohsiung,KHH,KHH100097136102,"100097136102",高雄科大(第一西校區),National Kaohsiung University of Science and Technology(Diyi W Campus),9,120.3312988281,22.7513256073,wsj96jy84,KHH2363,"2363",S,"7122",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH97,"97","97","97","10320",高雄客運,KHH97,"97","97","97",1,Kaohsiung,KHH,KHH100097136092,"100097136092",芎林六街口,Cyonglin 6th St. Intersection,10,120.331237793,22.7482852936,wsj96jnw3,KHH2050,"2050",SW,"7183",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH97,"97","97","97","10320",高雄客運,KHH97,"97","97","97",1,Kaohsiung,KHH,KHH100097136082,"100097136082",楠梓高中,Nanzih senior high school,11,120.3307647705,22.7444286346,wsj96hqpy,KHH2361,"2361",SW,"7185",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH97,"97","97","97","10320",高雄客運,KHH97,"97","97","97",1,Kaohsiung,KHH,KHH100097158392,"100097158392",土庫三路(清豐路口),Tuku 3rd Rd.(Cingfong Rd. Intersection),12,120.3282699585,22.7391872406,wsj965s37,KHH1762,"1762",SE,"462",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH97,"97","97","97","10320",高雄客運,KHH97,"97","97","97",1,Kaohsiung,KHH,KHH100097190102,"100097190102",家樂福新楠站(清豐二路站),Carrefour Xin Nan Store(Cingfong 2nd Rd.),13,120.3297576904,22.7377986908,wsj965m3q,KHH2595,"2595",SE,"1182",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH97,"97","97","97","10320",高雄客運,KHH97,"97","97","97",1,Kaohsiung,KHH,KHH100097136062,"100097136062",楠梓國中,Nanzih Junior High School,14,120.3260574341,22.7352790833,wsj964ff8,KHH2357,"2357",SE,"1684",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH97,"97","97","97","10320",高雄客運,KHH97,"97","97","97",1,Kaohsiung,KHH,KHH10009788872,"10009788872",楠梓國小,Nanzih Elementary School,15,120.3278579712,22.7328662872,wsj964khd,KHH561,"561",S,"9231",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH97,"97","97","97","10320",高雄客運,KHH97,"97","97","97",1,Kaohsiung,KHH,KHH100097136042,"100097136042",慈雲寺(楠梓區公所),Cihyun Temple(Nanzih District Office),16,120.3271255493,22.7301979065,wsj961gt1,KHH2154,"2154",SW,"7015",KHH,高雄市,Kaohsiung,"64000040",楠梓區,Nanzi Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
